	amp_norm
5668	0.42317446154609156
5669	0.06991924460174226
5670	0.3520070482663615
5671	0.08265910192330607
5672	0.42423468460034686
5673	0.27247917527367294
5674	0.23650851656985566
5675	0.2477382195873936
5676	0.30466987743875235
5677	0.11325682459722965
5678	0.2572309609676027
5679	0.32522503306687495
5680	0.1723368967156295
5681	0.31150114273022533
5692	0.37958733344199996
5693	0.3309402467514497
5694	0.2260311523554421
5695	0.2876696683750309
5696	0.2836158849294221
5697	0.31665620120044036
5698	0.12439059714322317
5699	0.38796683640130497
5700	0.31699252297227654
5701	0.24183348528787627
5702	0.2630517772710586
5703	0.41058309855375325
5704	0.07053558705030448
5705	0.36594019962752045
5706	0.32980848260794643
5707	0.19649497119985596
5708	0.12800781236055375
5709	0.32155936505254135
5710	0.2501968795624916
5711	0.3662254125023928
5712	0.3012094219546085
5713	0.07799645998311625
5714	0.192405802971323
5715	0.3462907862435391
5716	0.4164421998766395
5717	0.240072911161006
5718	0.20905291937589657
5719	0.38995754277322514
5720	0.050657275966234594
5721	0.09715422488367471
5722	0.05272260943721839
5723	0.2470790988690015
5724	0.06801715967659783
5725	0.27196656632274135
5726	0.18179725297819488
5727	0.07435170432569192
5728	0.2308280720079597
5729	0.4568059689492307
5730	0.4499383949081059
5731	0.11623187888903916
5732	0.21589521434096315
5733	0.1055507852532819
5734	0.3368208454215809
5735	0.3395316132183876
5736	0.4187066288936247
5737	0.7470468085725899
5738	0.3528628988817169
5739	0.38689103869643143
5740	0.3878274175300032
5741	0.4015443818312057
5742	0.18567860900550037
5743	0.24873032344005022
5744	0.2635124154442585
5745	0.07163708027822163
5746	0.33254646150773254
5747	0.4735456378143558
5748	0.11782186063623397
5749	0.8983212544978172
5750	0.22189037080821003
5751	0.40687814851488435
5752	0.13583334715201362
5753	0.2484690245724152
5754	0.23977823039724927
5755	0.41270224702899444
5756	0.5295284798659955
5757	0.20082576708662253
5758	0.09125417785815293
5759	0.21276499096967813
5760	0.1701819552592282
5761	0.2886892693093473
5762	0.19267452667611512
5763	0.3879835406522038
5764	0.30929814798941707
5765	0.2968633557964907
5766	0.29199800677435955
5767	0.4389387414550989
5768	0.6376225603485028
5769	0.40454982803855694
5770	0.37749450871262835
5771	0.274552904417131
5772	0.43175869249467885
5773	0.3397645441408791
5774	0.06293648530040383
5775	0.09274406332977922
5776	0.1163787982259594
5777	0.43901721492622514
5778	0.046201748327580346
5779	0.3911174624303566
5780	0.37726308863828795
5781	0.36604783467380664
5782	0.05047496435442974
5783	0.12225970340515077
5784	0.10105212077895709
5785	0.10168047289479044
5786	0.3845640569259712
5787	0.11245281488800933
5788	0.32258079566826925
5789	0.021457406304482403
5790	0.0853199902060498
5791	0.0870649692517382
5792	0.09777945233110812
5793	0.3235593747704286
5794	0.3869998737843779
5795	0.3011030028964186
5796	0.0911071425229085
5797	0.44392168077933714
5798	0.40662687240704276
5799	0.3549310668986823
5800	0.39810063036002197
5801	0.3183286553101326
5802	0.6115480189899016
5803	0.14834110342014284
5804	0.26052731296110904
5805	0.10241382129002663
5806	0.3388982541481703
5807	0.10178946738286776
5808	0.18465822868943438
5809	0.05689228542274467
