	amp_norm
0	0.015426381380424504
1	0.01843049421380935
2	0.025060499784073712
3	0.015680429983118038
4	0.029812163575684808
5	0.01903750756744488
6	0.01601458419611047
7	0.025884476617006505
8	0.019591549207179593
9	0.01652038348172574
10	0.03155941810840615
11	0.02706192125373022
12	0.02013770064915707
13	0.01706306235007438
14	0.017472327067256703
15	0.033589027470588416
16	0.020866517611933318
17	0.02867516094770442
18	0.01794168166748133
19	0.021834156279570145
20	0.03059636777500544
21	0.018672362633239206
22	0.03562780583250708
23	0.02302737870071677
24	0.019554370835023226
25	0.032918591039053514
26	0.020511151701661755
27	0.024434086648495314
28	0.03829433862531471
29	0.02141464642869469
30	0.035645645478138525
31	0.026150515569607822
32	0.02235251636411932
33	0.042305348013423595
34	0.028238864030395664
35	0.038901002743066966
36	0.023705173824946996
37	0.02542230721792317
38	0.030694081098431955
39	0.04777181312280076
40	0.04317832528710531
41	0.027251570071113982
42	0.03335111444601055
43	0.029089843979011085
44	0.04886076570729874
45	0.05483219833847025
46	0.036374594571940415
47	0.03143305386061908
48	0.05619312297499691
49	0.04048921664599329
50	0.03479551873693189
51	0.0642878965595659
52	0.038820130134872934
53	0.06676586942094705
54	0.0460952815342682
55	0.04344637700055038
56	0.07920448992213747
57	0.05379489410645855
58	0.08354682459936202
59	0.049273490510783224
60	0.06492772083514604
61	0.05748350053891149
62	0.10469239218813474
63	0.11127176715044006
64	0.06965157652801712
65	0.08146197467840732
66	0.0878360788339163
67	0.1639687491224651
68	0.1508934865476146
69	0.1083102707022541
70	0.11688378775477258
71	0.293081388461945
72	0.1601251053578382
73	0.17348222958955006
74	0.2579007158813768
75	0.5982071817926248
76	0.3184348191109622
77	0.2841327223644057
78	0.5934775834603195
79	0.5271788490308963
80	0.551499536137275
81	0.5610841155549804
82	0.45938425577984365
83	0.5005872824380364
84	0.5768674387396276
85	0.2510637463278811
86	0.23198789063022657
87	0.24007328293796423
88	0.1430217269167171
89	0.26852818552544877
90	0.14878622508770442
91	0.1424613542873932
92	0.10154806760590558
93	0.07893849032273627
94	0.10429952630345991
95	0.10170692157928281
96	0.15287617010117385
97	0.06517230848162472
98	0.07936166390979042
99	0.08002790432354376
100	0.055409585630247844
101	0.10707418403054472
102	0.06492880388282452
103	0.047772296755692126
104	0.06551640120837163
105	0.04199626117119416
106	0.05487051700062993
107	0.08247122843716614
108	0.05605244720254225
109	0.03790149671328434
110	0.04774588951151226
111	0.03493642828962074
112	0.06666130185324985
113	0.04916318376489234
114	0.04258924881227412
115	0.03245848777136706
116	0.03858136591372882
117	0.030148222661511997
118	0.04388502245754755
119	0.056478294507725575
120	0.028156970994974963
121	0.03512031454016124
122	0.03964519636516516
123	0.026525676410354092
124	0.0498368807901043
125	0.032329402457659
128	0.025164554823112917
129	0.03629006529684517
131	0.0304588158221062
133	0.02395237620274316
134	0.04474155088973937
138	0.03395819691132191
140	0.02912574566369575
141	0.022781469064216662
145	0.0406359775427512
148	0.021897687415646523
150	0.02775502842110797
152	0.03229837026443124
155	0.021393482327985974
160	0.026333054990755677
162	0.037648841312140524
164	0.02099342834480311
165	0.03068171423431963
172	0.025302318153019136
175	0.02045276084809111
179	0.029146436535659
181	0.035624607739306625
182	0.019842992490486634
183	0.02466015913031543
190	0.019319582795686574
193	0.02815294682512416
195	0.024093683830390938
197	0.03431840631013508
200	0.018936328282053463
202	0.02352479897192901
204	0.02767948709625248
206	0.01871041893999876
208	0.03329019544785275
211	0.02311722728550077
212	0.018469805799266815
213	0.027316729178311478
216	0.01825995809127839
217	0.022816310614331994
218	0.03214992770665283
220	0.026872772481506216
221	0.018276247392348424
222	0.02262680651564994
227	0.01646475765979469
228	0.0312591854458395
229	0.026494473361325304
230	0.022207353406375373
231	0.016539248841406604
234	0.022273277288602376
235	0.016447901858794654
236	0.026633861053658187
237	0.03125135159461753
238	0.016430137564133866
239	0.022450762445963363
240	0.027037507017369147
241	0.016630346789339088
242	0.03181462016514899
243	0.022776173871395786
244	0.016855842314154528
245	0.027472157035293265
246	0.023183328030732062
247	0.017011691274772853
248	0.03247459318931766
249	0.02785933845665923
250	0.0236804941291995
251	0.017323258158297054
252	0.017849479059651095
253	0.03312405766271384
254	0.02430860034590969
255	0.0285480429712515
