	fs3
0	0.12968443884281733
1	0.13047701083361574
2	0.13126958282441326
3	0.13190364041705127
4	0.13228800720228762
5	0.13269621240784968
6	0.13339760798940503
7	0.13348878439864809
8	0.1342813563894456
9	0.13450720877652245
10	0.135073928380244
11	0.13545829516547947
12	0.13570798597288203
13	0.13650055796368044
14	0.13656789595259688
15	0.13729312995447795
16	0.1376774967397143
17	0.13808570194527636
18	0.13878709752683172
19	0.13887827393607388
20	0.1396708459268723
21	0.13989669831394913
22	0.1403049035195103
23	0.14100629910106566
24	0.1410974755103087
25	0.14189004750110623
26	0.14211589988818307
27	0.14268261949190464
28	0.1432255006753005
29	0.14347519148270305
30	0.14410924907534106
31	0.14433510146241701
32	0.14490182106613858
33	0.1452188498624576
34	0.14528618785137493
35	0.1458529074550965
36	0.14639578863849234
37	0.1464869650477354
38	0.14727953703853292
39	0.14750538942560976
40	0.14807210902933132
41	0.14861499021272628
42	0.14886468102012884
43	0.14965725301092725
44	0.1497245909998437
45	0.15029131060356526
46	0.1508341917869611
47	0.15108388259436367
48	0.15187645458516208
49	0.15194379257407764
50	0.1526690265759596
51	0.15305339336119506
52	0.15346159856675712
53	0.15400447975015297
54	0.15425417055755464
55	0.15495556613911
56	0.15504674254835304
57	0.1554311093335894
58	0.15568080014099195
59	0.1563821957225464
60	0.15647337213179036
61	0.15726594412258788
62	0.15749179650966383
63	0.1580585161133854
64	0.15860139729678124
65	0.1588510881041838
66	0.15955248368573915
67	0.15964366009498132
68	0.16043623208577973
69	0.16066208447285568
70	0.16107028967841774
71	0.1617716852599731
72	0.1628812860470905
73	0.16385621085637414
74	0.16399088683420704
75	0.16433175405085265
76	0.16480729724533205
77	0.16510048762132445
78	0.16528284043981056
79	0.16575838363428996
80	0.16621008840844187
81	0.16639244122692798
82	0.1668679844214065
83	0.16731968919555928
84	0.167343527615885
85	0.1678190708103644
86	0.1682946140048429
87	0.1684292899826767
88	0.16892867159748093
89	0.16940421479196033
90	0.16953889076979411
91	0.16987975798643884
92	0.17035530118091824
93	0.17064849155691064
94	0.17083084437539675
95	0.17130638756987526
96	0.17175809234402806
97	0.17194044516251328
98	0.17241598835699268
99	0.17273301715331169
100	0.17286769313114547
101	0.1730500459496307
102	0.1733670747459506
103	0.1738426179404291
104	0.173977293918262
105	0.174476675533068
106	0.17495221872754652
107	0.17508689470537941
108	0.17542776192202503
109	0.17590330511650354
110	0.17619649549249683
111	0.17637884831098294
112	0.17701290590362095
113	0.17730609627961336
114	0.17748844909810035
115	0.17796399229257887
116	0.17843953548705738
117	0.1789150786815359
118	0.1795491362741739
119	0.1800246794686533
120	0.1805002226631327
121	0.18097576585761121
122	0.18145130905208973
123	0.18208536664472863
124	0.22370731537178656
125	0.22402434416810557
126	0.22418285856626463
127	0.22449988736258408
128	0.22481691615890398
129	0.225133944955223
130	0.225450973751542
131	0.22576800254786145
132	0.22608503134418045
133	0.22640206014049946
134	0.2267190889368189
135	0.22703611773313792
136	0.22735314652945693
137	0.22751166092761643
138	0.22782868972393633
139	0.22814571852025534
140	0.22846274731657434
141	0.2287797761128938
142	0.22893829051105286
143	0.2290968049092128
144	0.22941383370553226
145	0.22973086250185126
146	0.23004789129817027
147	0.23036492009448972
148	0.23068194889080873
149	0.23099897768712774
150	0.23115749208528769
151	0.23147452088160714
152	0.23179154967792615
153	0.23210857847424515
154	0.2324256072705646
155	0.2327426360668836
156	0.23305966486320262
157	0.23337669365952207
158	0.23369372245584108
159	0.2340107512521601
160	0.23432778004847954
