	fs3
0	0.1738964287839906
1	0.17520750152139186
2	0.17651857425879403
3	0.1778296469961962
4	0.17914071973359746
5	0.18045179247100052
6	0.1817628652084018
7	0.18307393794580396
8	0.18438501068320523
9	0.18579693516963847
10	0.18710800790704063
11	0.1884190806444419
12	0.18973015338184407
13	0.19104122611924534
14	0.1923522988566484
15	0.19366337159404967
16	0.19497444433145095
17	0.196285517068854
18	0.19759658980625527
19	0.19890766254365744
20	0.2002187352810587
21	0.20152980801846176
22	0.20284088075586304
23	0.20405110174423413
24	0.20475706398745075
25	0.20566472972872862
26	0.2069758024661308
27	0.20828687520353206
28	0.20959794794093423
29	0.2109090206783364
30	0.21180772145168536
31	0.21222009341573767
32	0.21353116615313983
33	0.2144298669264897
34	0.21494309063957218
35	0.21625416337697434
36	0.21695116065226205
37	0.2175652361143765
38	0.21887630885177867
39	0.2194724543780353
40	0.22028823333821101
41	0.22159930607561318
42	0.22209459985283875
43	0.22291037881301445
44	0.2242214515504175
45	0.22461589357861111
46	0.22553252428781878
47	0.22588102292546264
48	0.22694444877425202
49	0.22713718730438437
50	0.22779720615705035
51	0.2282555215116533
52	0.22956659424905457
53	0.22971338938863717
54	0.2297593327791887
55	0.2309785187354878
56	0.23162957262022488
57	0.23228062650496106
58	0.23228959147289086
59	0.2335457558518126
60	0.23360066421029213
61	0.2349027719797645
62	0.2349117369476934
63	0.2354619390833994
64	0.23632366143412664
65	0.23737812231498712
66	0.23742406570553776
67	0.23919345379754287
68	0.2400462111803412
69	0.24110963702913057
70	0.24256750490611445
71	0.2430258202607174
72	0.2449420034923051
73	0.24518965038091878
74	0.24685818672389281
75	0.24771094410669114
76	0.24877436995547964
77	0.2503330895814946
78	0.25069055318706734
79	0.25260673641865505
80	0.25285438330726784
81	0.2545229196502419
82	0.25547652878207217
83	0.2564391028818296
84	0.25799782250784453
85	0.2583552861134173
86	0.2602714693450041
87	0.26061996798264797
88	0.2621876525765918
89	0.2632421134574523
90	0.26410383580817864
91	0.26576340718322466
92	0.26602001903976635
93	0.267835350522323
94	0.2683855526580281
95	0.2688438680126328
96	0.2701549407500341
97	0.2708059946347703
98	0.27197027223259074
99	0.27292388136442014
100	0.27388645546417845
101	0.2742349541018214
102	0.27580263869576527
103	0.27635284083147127
104	0.2773243798991576
105	0.277718821927353
106	0.27823204564043635
107	0.27887413455724364
108	0.2791397113817151
109	0.2796350051589407
110	0.280047377122993
111	0.28095504286427087
112	0.2814962800320471
113	0.2815511883905275
114	0.28186270860554963
115	0.2827703743468275
116	0.2835682233711463
117	0.2836780400881054
118	0.28401757375782033
119	0.28448485408035307
120	0.28539251982163094
121	0.2854844066027331
122	0.2863001855629088
123	0.28663971923262466
124	0.2872078513041876
125	0.2874005898343208
126	0.28811551704546545
127	0.2890231827867433
128	0.2892618647074272
129	0.28931677306590853
130	0.289930848528023
131	0.29083851426930085
132	0.29123295629749535
133	0.2917461800105787
134	0.29188401018223153
135	0.2926538457518575
136	0.29324999127811324
137	0.29356151149313536
138	0.2944691772344141
139	0.29450615565703586
140	0.29516617450970095
141	0.2952759912266609
142	0.2957802499718154
143	0.29638536046600095
144	0.29708235774128866
145	0.2971283011318393
146	0.2972930262072788
147	0.2980998401995265
148	0.2990075059408044
149	0.29909939272190655
150	0.29964959485761256
151	0.29991517168208315
152	0.300822837423361
153	0.30101557595349426
154	0.3017305031646389
155	0.302271740332416
156	0.30263816890591766
157	0.3029317591850811
158	0.30354583464719553
159	0.30455435213750537
160	0.30489388580721943
161	0.304948794165699
162	0.30546201787878324
163	0.3063696836200611
164	0.3068649773972867
165	0.3072773493613399
166	0.30751603128202376
167	0.30818501510261775
168	0.3087811606288744
169	0.3090926808438965
170	0.3100003465851744
171	0.3101381767568272
172	0.3107981956094932
173	0.31090801232645227
174	0.31181567806773103
175	0.3127143788410809
176	0.3127233438090089
177	0.3127603222316315
178	0.3136310095502868
179	0.31453867529156554
180	0.31538246770643497
181	0.3180046131812384
182	0.3207276104050729
183	0.32334975587987724
184	0.3259719013546807
185	0.328594046829485
186	0.33121619230428934
187	0.3338383377790919
188	0.3364604832538962
