	fs3
241	0.5909724427651977
243	0.5949515641460383
244	0.5988938418103897
246	0.602836119474742
248	0.6038920494398798
249	0.6048256801651632
250	0.606852084572072
251	0.6106344495574145
252	0.6107943622364234
255	0.6147734836172658
256	0.616922572125362
257	0.617376849674951
258	0.6187526049981065
260	0.6221543798668376
261	0.6240824060759991
263	0.6273861876083142
264	0.628651026920668
266	0.6309353373430024
267	0.6326548390662792
268	0.6344970248907424
270	0.6376408937440488
271	0.6379603342407334
273	0.6432289856986992
274	0.6444201375780736
276	0.6484976371566642
278	0.6511993814121002
279	0.6538031323311193
281	0.6580154689626152
285	0.6741902453627358
286	0.6771008989653877
287	0.6800115525680397
288	0.6804168334494225
289	0.6829958936036711
291	0.685906547206323
292	0.6888540445254643
