	fs3
0	0.15163244496240136
1	0.15254483811883102
2	0.15358757315475113
3	0.1544999663111808
4	0.1555427013471009
5	0.15645509450353146
6	0.15736748765996023
7	0.15841022269588034
8	0.1593226158523109
9	0.16036535088823012
10	0.16127774404466066
11	0.1623204790805799
12	0.16323287223701044
13	0.16427560727293056
14	0.16518800042936022
15	0.16623073546528033
16	0.16714312862171
17	0.1681858636576301
18	0.16909825681405977
19	0.17001064997048942
20	0.17105338500640954
21	0.17183543628334963
22	0.1723568038013097
23	0.17313885507824978
24	0.17405124823467943
25	0.1749636413911091
26	0.1760063764270292
27	0.17691876958345976
28	0.17796150461937899
29	0.17887389777580953
30	0.17991663281172876
31	0.1808290259681593
32	0.18187176100407942
33	0.18278415416050908
34	0.1838268891964292
35	0.18473928235285886
36	0.18578201738877897
37	0.18669441054520863
38	0.18773714558112875
39	0.1886495387375584
40	0.18954483134119915
41	0.18969227377347853
42	0.19060466692990818
43	0.19097859201558798
44	0.1916474019658283
45	0.19228201081048812
46	0.19269013700174842
47	0.19360253015817808
48	0.19371577148487873
49	0.19514953215926845
50	0.19658329283365905
51	0.19788671162855742
52	0.19932047230294803
53	0.20075423297733774
54	0.20218799365172746
55	0.2034914124466285
56	0.2049251731210182
57	0.20635893379540704
58	0.20779269446979676
59	0.2090961132646978
60	0.2105298739390875
61	0.21196363461347723
62	0.21339739528786783
63	0.21483115596225666
64	0.2161345747571568
65	0.21756833543154652
66	0.2187414123469562
67	0.21939312174440673
68	0.22056619865981641
69	0.22186961745471656
70	0.22330337812910717
71	0.224737138803496
72	0.2261708994778857
73	0.22747431827278586
74	0.22750851937836547
75	0.2281602287758151
76	0.22881193817326562
77	0.22890807894717646
78	0.22946364757071525
79	0.23011535696816576
80	0.23034183962156618
81	0.2307670663656154
82	0.23141877576306502
83	0.23177560029595679
84	0.23207048516051554
85	0.23272219455796517
86	0.2332093609703456
87	0.2333739039554148
88	0.2340256133528653
89	0.23464312164473533
90	0.23467732275031494
91	0.23532903214776546
92	0.2359807415452142
93	0.23607688231912505
94	0.23676279282215518
95	0.2373803011140252
96	0.2374145022196048
97	0.23806621161705444
98	0.23871792101450406
99	0.2388140617884158
100	0.23936963041195458
101	0.2400213398094051
102	0.24024782246280552
103	0.24054270732736427
104	0.2408033910863443
105	0.24132475860430436
106	0.24168158313719612
107	0.24197646800175487
108	0.2426281773992045
109	0.24311534381158495
110	0.24327988679665413
111	0.24393159619410376
112	0.24454910448597467
113	0.24471364747104474
114	0.24536535686849437
115	0.24598286516036438
116	0.246017066265944
117	0.2466687756633945
118	0.24732048506084414
119	0.247416625834755
120	0.24797219445829466
121	0.2486239038557434
122	0.2488503865091447
123	0.24927561325319392
124	0.24992732265064443
125	0.25057903204809406
126	0.2512307414455437
127	0.2518824508429942
128	0.2526645021199343
129	0.2533162115173839
130	0.25396792091483356
131	0.3010384399635102
132	0.30142946560198025
133	0.30182049124044985
134	0.3022115168789199
135	0.30273288439687995
136	0.30312391003534955
137	0.30351493567382004
138	0.3039059613122901
139	0.3042969869507597
140	0.30468801258922973
141	0.3050790382276998
142	0.3054700638661698
143	0.3059914313841299
144	0.3063824570225999
145	0.3067734826610695
146	0.30716450829953956
147	0.3075555339380096
148	0.30794655957647965
149	0.3082072433354597
150	0.3084679270944397
151	0.30885895273290975
152	0.30924997837137935
153	0.3096410040098494
154	0.31003202964831944
155	0.3104230552867895
156	0.3108140809252591
157	0.31120510656372913
158	0.3117264740816892
159	0.31211749972015923
160	0.3125085253586293
161	0.3128995509970993
162	0.3132905766355689
163	0.31368160227403896
164	0.31407262791250945
165	0.3145939954304695
166	0.3149850210689391
167	0.31537604670740915
168	0.31576707234587875
