	fs3
126	0.6169523927734986
127	0.6185489437303495
130	0.6332168773288629
132	0.6345722194050953
135	0.6467125319849742
136	0.6479534596025616
137	0.652260694711881
139	0.6529314270711533
142	0.6584056896586699
143	0.6622218811132683
144	0.6627129247679893
146	0.6700635844773135
147	0.6701446131158253
149	0.6715123351553842
151	0.6775410386086076
153	0.6808256720892283
154	0.6819521852481696
156	0.6879122400262041
157	0.6901618919148014
158	0.6923920353409532
159	0.6937826402722411
161	0.6994065801734575
163	0.7020152298306037
166	0.7055902124045836
167	0.7058066613585545
168	0.7068311400221727
169	0.7090173946997842
170	0.709508438354506
171	0.7127296746241409
173	0.7176952621294088
174	0.7183993803088153
176	0.722414389289856
177	0.7237010826909032
178	0.7278500145930353
180	0.7294799513700223
184	0.737300648877258
185	0.7373798004808503
186	0.7399708187104697
187	0.7414248208527408
188	0.742854063068366
189	0.7467970489449369
191	0.7524138603470316
192	0.7534154561189208
194	0.7562934490126159
196	0.7601306463240238
198	0.7654518571685571
199	0.767493685996671
201	0.7775111411099243
203	0.7782996623571243
205	0.7826192774297702
207	0.7895933079430186
209	0.7965144441736864
210	0.7977906346463275
214	0.8130306405380718
215	0.8148207575571647
219	0.833218602507559
226	0.851753744808331
232	0.870311770000832
