	amp_norm
0	0.011678719947177212
1	0.011960908404967122
2	0.01232145967561898
3	0.01267531724857776
4	0.013065450363036663
5	0.013560205410680985
6	0.014035008062802872
7	0.014528195170203522
8	0.010140681858367183
9	0.015143924262432077
10	0.010469330358755186
11	0.010799268201874402
12	0.015742348259867693
13	0.011166226246596609
14	0.016373342092150498
15	0.011548961448107267
16	0.01714856751245016
17	0.011904661382577722
18	0.012367463239835199
19	0.018091588382410186
20	0.012928792197948976
21	0.01020489690360696
22	0.01919872013348209
23	0.010549114252367297
24	0.01348301504954148
25	0.020347681217913225
26	0.010891875096561646
27	0.014079897349703437
28	0.011261564765391356
29	0.014762588339901845
30	0.021691393602036108
31	0.011704228299274923
32	0.012134304217015935
33	0.015427652651234814
34	0.023318310867625022
35	0.012607201731739928
36	0.016155325089403382
37	0.013187629943543111
38	0.025124780774060617
39	0.017113334445403056
40	0.013734212835905727
41	0.01436651030888152
42	0.027212676640512853
43	0.01821765422582745
44	0.015105929712024005
45	0.019420856161739632
46	0.029583535797793218
47	0.015809235248209014
48	0.020790419302338378
49	0.016664435582525224
50	0.03245295265426201
51	0.017707682105568782
52	0.022332067190189767
53	0.01881857984067396
54	0.03639775723553558
55	0.024155710172252213
56	0.020094223647077126
57	0.026353295829675407
58	0.04141728949836776
59	0.02147098580153954
60	0.02300729414990908
61	0.0287197964375679
62	0.04780989239010188
63	0.02498460621880977
64	0.031725487325534464
65	0.02727730343035287
66	0.05689261204781454
67	0.03581245424341728
68	0.02987540616260231
69	0.033255416097148015
70	0.07008523263912025
71	0.0407608568266229
72	0.03765379679041079
73	0.04731917897093277
74	0.09071518155395973
75	0.04304353863182611
76	0.05675744502794546
77	0.05011399843800507
78	0.12805742496419353
79	0.060352552741014476
80	0.07041264149939114
81	0.07570495166885893
82	0.21198777620988024
83	0.010324093198311938
84	0.0920020939861989
85	0.10011755387263059
86	0.010775212398196761
87	0.46661309525240285
88	0.011264738214504718
89	0.13243329434825718
90	0.1479985180089757
91	0.011772040929602835
92	0.6668883596487916
93	0.27158479908466815
94	0.22683083839111212
95	0.012324266588655
96	0.5985756976477314
97	0.012919980696642009
98	0.319322682379953
99	0.5312741828100338
100	0.49620421616567945
101	0.013633965473061066
102	0.2356522305601021
103	0.578520800192309
104	0.014424049938463327
105	0.1651804268793161
106	0.13654362580522836
107	0.015261949231020557
108	0.26956113401311305
109	0.016192594265628163
110	0.09501357434306511
111	0.1477676199306327
112	0.1085192383764518
113	0.017270507002373824
114	0.07265873546827302
115	0.01844966004330875
116	0.10021735980416142
117	0.01976177819826432
118	0.058843761617557375
119	0.08091708631499585
120	0.021398288194004526
121	0.049249603337565444
122	0.07561257394746097
123	0.023381270637349676
124	0.0644410570705028
125	0.04231826484423847
126	0.02562296530431052
127	0.060466337969744155
128	0.0283214035693093
129	0.03715159101933894
130	0.031774243865863736
131	0.05336928860456708
132	0.05037352877154049
133	0.03321404609650716
134	0.036112255546808206
135	0.041606290628563206
136	0.030168269538922588
137	0.043381938629715074
138	0.04572786098069513
139	0.049008986311005615
140	0.027483050313565502
141	0.05995659271027558
142	0.03821610487717834
143	0.025317084682319
144	0.040040760216811314
145	0.07686092508528647
146	0.034045643139574276
147	0.10566132678928856
148	0.02354622728820655
149	0.1671104342877987
150	0.03551274736303986
151	0.021925285168063358
152	0.030619716644020814
153	0.3355748841882491
154	0.5590959548842426
155	0.02058847070805815
156	0.33199957775428646
157	0.02783282041574593
158	0.03192269337618972
159	0.16720538402493418
160	0.019359406913419825
161	0.10741557893473327
162	0.025638273145867644
163	0.01824627429928426
164	0.07824223234420373
165	0.029098903762125938
166	0.06158845223120209
167	0.01729940172862947
168	0.02386153855496423
169	0.05064444272752958
170	0.026814444149745986
171	0.01642367090211552
172	0.043065697276942844
173	0.02225915118245149
174	0.015707549112427784
175	0.037626918341811456
176	0.024866814234103984
177	0.033225915592719646
178	0.020946011551655184
179	0.015111027851388141
180	0.02976929220452971
181	0.014433713776675471
182	0.019773737902587414
183	0.02708757347390484
184	0.02317280496179288
185	0.024839858374419682
186	0.013802643668485636
187	0.018663166026003746
188	0.02300293042204797
189	0.013357658385803479
190	0.021843773070344567
191	0.021406717592329243
192	0.0178135015526411
193	0.012889098961469047
194	0.01991260883279965
195	0.01871107447839473
196	0.02070971280676669
197	0.012412034392000726
198	0.01706042706026795
199	0.017670780783725814
200	0.012058501142634098
201	0.016699143110286252
202	0.01624196873620534
203	0.01957520836791616
204	0.01582164707172719
205	0.011712332539957569
206	0.015028914547889616
207	0.01544257652241208
208	0.011329148056985575
209	0.018569290437226618
210	0.014392053403860057
211	0.010982214437143157
212	0.013774696374822024
213	0.014807645687270693
214	0.013221613774305058
215	0.010713040029021327
216	0.017736546408437647
217	0.01432802583719219
218	0.012751775768451438
219	0.010498145737379663
220	0.012309645114805336
221	0.01695747736491824
222	0.013870664203911049
223	0.01191934498743181
224	0.010248742142828442
225	0.01150416361625555
226	0.013424997682798003
227	0.011099295824827419
228	0.016291157140617126
229	0.01074588910033492
230	0.013042735742296951
231	0.010419380285776596
