	fs3
0	0.0003807056698814648
1	0.0003807056698814648
2	0.0003807056698814648
3	0.0003807056698814648
4	0.0003807056698814648
5	0.000498696277280164
6	0.000498696277280164
7	0.000498696277280164
8	0.000498696277280164
9	0.000498696277280164
10	0.000997392554560328
11	0.000997392554560328
12	0.000997392554560328
13	0.000997392554560328
14	0.000997392554560328
15	0.0014960888318400478
16	0.0014960888318400478
17	0.0014960888318400478
18	0.0014960888318400478
19	0.001614079439239191
20	0.001614079439239191
21	0.001614079439239191
22	0.002112775716518911
23	0.002112775716518911
24	0.002112775716518911
25	0.002112775716518911
26	0.002112775716518911
27	0.002611471993799075
28	0.002611471993799075
29	0.002611471993799075
30	0.002611471993799075
31	0.002611471993799075
32	0.002729462601197996
33	0.002729462601197996
34	0.002729462601197996
35	0.002729462601197996
36	0.002729462601197996
37	0.003228158878478382
38	0.003228158878478382
39	0.003228158878478382
40	0.003228158878478382
41	0.003228158878478382
42	0.003726855155758102
43	0.003726855155758102
44	0.003726855155758102
45	0.003726855155758102
46	0.003726855155758102
47	0.0038448457631572452
48	0.0038448457631572452
49	0.0038448457631572452
50	0.0038448457631572452
51	0.0038448457631572452
52	0.004343542040437409
53	0.004343542040437409
54	0.004343542040437409
55	0.004343542040437409
56	0.004343542040437409
57	0.004842238317717129
58	0.004842238317717129
59	0.004842238317717129
60	0.004842238317717129
61	0.004842238317717129
62	0.004960228925116272
63	0.004960228925116272
64	0.004960228925116272
65	0.005458925202395992
66	0.005458925202395992
67	0.005458925202395992
68	0.005458925202395992
69	0.005458925202395992
70	0.0059576214796766
71	0.0059576214796766
72	0.0059576214796766
73	0.0059576214796766
74	0.0059576214796766
75	0.006075612087075299
76	0.006075612087075299
77	0.006075612087075299
78	0.006075612087075299
79	0.006574308364355463
80	0.006574308364355463
81	0.006574308364355463
82	0.006574308364355463
83	0.006574308364355463
84	0.007073004641635627
85	0.007073004641635627
86	0.007073004641635627
87	0.007073004641635627
88	0.007073004641635627
89	0.0071909952490345486
90	0.0071909952490345486
91	0.0071909952490345486
92	0.0076896915263144905
93	0.0076896915263144905
94	0.0076896915263144905
95	0.0076896915263144905
96	0.0076896915263144905
97	0.008188387803594654
98	0.008188387803594654
99	0.008188387803594654
100	0.008188387803594654
101	0.008188387803594654
102	0.008306378410993354
103	0.008306378410993354
104	0.008306378410993354
105	0.008805074688273518
106	0.008805074688273518
107	0.008805074688273518
108	0.008805074688273518
109	0.008805074688273518
110	0.009303770965553237
111	0.009303770965553237
112	0.009303770965553237
113	0.009303770965553237
114	0.009303770965553237
115	0.009421761572952603
116	0.009421761572952603
117	0.009421761572952603
118	0.009421761572952603
119	0.009920457850232545
120	0.009920457850232545
121	0.009920457850232545
122	0.009920457850232545
123	0.009920457850232545
124	0.010419154127512265
125	0.010419154127512265
126	0.010419154127512265
127	0.010419154127512265
128	0.010419154127512265
129	0.01053714473491163
130	0.01053714473491163
131	0.01053714473491163
132	0.01053714473491163
133	0.011035841012191572
134	0.011035841012191572
135	0.011035841012191572
136	0.011035841012191572
137	0.011534537289471736
138	0.011534537289471736
139	0.011534537289471736
140	0.011534537289471736
141	0.011534537289471736
142	0.011652527896870657
143	0.011652527896870657
144	0.011652527896870657
145	0.011652527896870657
146	0.012151224174150599
147	0.012151224174150599
148	0.012151224174150599
149	0.012151224174150599
150	0.012151224174150599
151	0.012649920451430763
152	0.012649920451430763
153	0.012649920451430763
154	0.012649920451430763
155	0.012649920451430763
156	0.012767911058829906
157	0.012767911058829906
158	0.012767911058829906
159	0.012767911058829906
160	0.013266607336109626
161	0.013266607336109626
162	0.013266607336109626
163	0.013266607336109626
164	0.013266607336109626
165	0.01376530361338979
166	0.01376530361338979
167	0.01376530361338979
168	0.01376530361338979
169	0.013883294220788711
170	0.013883294220788711
171	0.013883294220788711
172	0.013883294220788711
173	0.014381990498069097
174	0.014381990498069097
175	0.014381990498069097
176	0.014381990498069097
