	amp_norm
0	0.018271807935499127
1	0.018345362022861536
2	0.01830349946172605
3	0.01824200896475887
4	0.01821290081177486
5	0.018171811458016388
6	0.021788083808856044
7	0.021860424252288506
8	0.021929578348793076
9	0.022006696018896203
10	0.022076463370364608
11	0.018519017084421406
12	0.018493044066097076
13	0.018447264367689464
14	0.01841267486732258
15	0.018381707948220843
16	0.02244869376422305
17	0.022224115174810505
18	0.02230023222381969
19	0.02214895967298356
20	0.02237409358815894
21	0.018627762114459708
22	0.01866193239527749
23	0.01858889145936783
24	0.01869835717623622
25	0.018557139420755223
26	0.022529023282293965
27	0.022682032295514673
28	0.022761443803622525
29	0.022840821756166668
30	0.022604591568822965
31	0.01892048907117696
32	0.01888401608790994
33	0.01884452187968774
34	0.018800518428156002
35	0.018772448537420418
36	0.018730270358928353
37	0.022995701895000283
38	0.023080692191660118
39	0.02315950494359126
40	0.023244598196716402
41	0.022921659116448626
42	0.01899809684149501
43	0.019030040281486395
44	0.01896569769200199
45	0.01907264230399869
46	0.01911337310742497
47	0.02357785205251157
48	0.023489116118395076
49	0.02341016536816723
50	0.023326694828815206
51	0.02366045901364378
52	0.019179823742827166
53	0.01922674879437065
54	0.019259390153251725
55	0.019300258060180583
56	0.019150803634233302
57	0.023739612609369257
58	0.023834322591068893
59	0.023915947724832687
60	0.024005094688356238
61	0.024092592422482066
62	0.019418792430608435
63	0.019378861717216783
64	0.01954187013649685
65	0.019495178495257157
66	0.01934460446855646
67	0.019451784353977278
68	0.024536935696295475
69	0.02445265418934316
70	0.02435745012537957
71	0.024269510876576677
72	0.02417240144223044
73	0.019741741487697834
74	0.019691775962087574
75	0.019658130336079622
76	0.019574348267591756
77	0.019620222064109915
78	0.024918742577822353
79	0.024815574310383202
80	0.02472663882710364
81	0.02463169044393765
82	0.025006672535021566
83	0.0197806555557392
84	0.019819151735469026
85	0.019858526279416224
86	0.01990210502410598
87	0.01994575145924295
88	0.02510078895881222
89	0.025192735181089478
90	0.0252961620708359
91	0.025387175315899783
92	0.02548667007376902
93	0.020075820213859147
94	0.020116634507904175
95	0.019985526496026817
96	0.020157584961966846
97	0.020198528941711064
98	0.020025289430961393
99	0.025989885725529776
100	0.025689512562849577
101	0.02579343291066444
102	0.025588427432681204
103	0.025890763596001176
104	0.020367388206884586
105	0.020282416922019788
106	0.02023960825650053
107	0.020413377536939743
108	0.02032721918019218
109	0.026414109905568736
110	0.02609643658875803
111	0.026200973236460957
112	0.026311723125105744
113	0.02651617380192381
114	0.020455308862452778
115	0.020500251842275927
116	0.02054374564661909
117	0.020590336398436174
118	0.020638497221986893
119	0.02706287109625311
120	0.02695118113768846
121	0.027179856380808873
122	0.026732629312156062
123	0.026625531987493498
124	0.0268409460923427
125	0.020862271370435167
126	0.020816038280070424
127	0.020677135061560565
128	0.02072488867967905
129	0.020783941584944825
130	0.0277474369844743
131	0.027404685968569896
