	amp_norm
0	0.010276947625426146
1	0.010864408396741769
2	0.011474291174922404
3	0.012124767711655963
4	0.010047492100004019
5	0.012942973389222734
6	0.01053452226709192
7	0.01375765077189033
8	0.014655886909714061
9	0.011095123428681825
10	0.015808650057456915
11	0.011675984241918133
12	0.01718142523341742
13	0.018574028429389614
14	0.012373421831712287
15	0.02045792430005221
16	0.01325001187724497
17	0.022816348787148538
18	0.01410362057630667
19	0.025402459841482705
20	0.028919171636737358
21	0.01500019742694405
22	0.03364990449262236
23	0.016214604907153863
24	0.03998918548293755
25	0.049318401050753656
26	0.017682121765731952
27	0.06431317089410696
28	0.019226611674252395
29	0.09230489353192928
30	0.1597557194658946
31	0.02118046162386579
32	0.4393100847569774
33	0.6803878272257784
34	0.0236294276381294
35	0.23839697792060022
36	0.02638557449938359
37	0.11549427904338243
38	0.07530529950888866
39	0.030308213895854526
40	0.05556634183581047
41	0.035527963104400054
42	0.04390213596230962
43	0.03634791394173287
44	0.04252318327139245
45	0.031092219385761552
46	0.05334524593723513
47	0.027096913310627132
48	0.024018994985762432
49	0.07185804973700124
50	0.021547633416973192
51	0.10864153435299427
52	0.0195224962587778
53	0.21560253503755736
54	0.017889700807749643
55	0.7259938232211718
56	0.01649432166972425
57	0.5688969395679914
58	0.015278826287772596
59	0.176630679509697
60	0.01426497997064519
61	0.013422031933745601
62	0.09791461920396273
63	0.012538374222247864
64	0.0667791734683997
65	0.011817114224361769
66	0.05041532562299415
67	0.011246866988362856
68	0.010668808834714123
69	0.040815447136225584
70	0.010137121919711592
71	0.03425690246840485
72	0.029171388828911245
73	0.010156981055059855
74	0.025657335042234074
75	0.010836588792805378
76	0.011411152528782229
77	0.02301044819958903
78	0.012168858133337023
79	0.013131724671331361
80	0.02064275003933091
81	0.014118720067216583
82	0.0153016928044642
83	0.01879763604653508
84	0.0168005638948141
85	0.01832639252069548
86	0.020235558731341165
87	0.01728370846482351
88	0.023055988725378822
89	0.026316064218525084
90	0.01591900764127408
91	0.030490642265988417
92	0.036732920331436096
93	0.014820314983548818
94	0.04623527343253021
95	0.06123347132700201
96	0.013857733899665627
97	0.09207804092124487
98	0.17903078053595503
99	0.6203279686865658
100	0.0129306688580594
101	0.558529180581227
102	0.16449156133361362
103	0.08779174551030233
104	0.01222096070517025
105	0.05956898388578415
106	0.04496159449319559
107	0.011552544199767584
108	0.03617647133161941
109	0.03015404155687673
110	0.01092541515617411
111	0.025938974229583762
112	0.022799226855299483
113	0.010375407783436421
114	0.02014039479266504
115	0.01815709663165329
116	0.016747650141580042
117	0.015177212313687662
118	0.013939777877431593
119	0.013024204077204338
120	0.012158350532601309
121	0.011468820091610285
122	0.010738217473399078
123	0.010086370633915423
124	0.010441869634846845
125	0.011187360290627718
126	0.011856197595333897
127	0.01276464277383711
128	0.013833749088138309
129	0.014872393617465937
130	0.0159943473943315
131	0.017757301274402167
132	0.01977254398656672
133	0.02206620114128941
134	0.02525295189040803
135	0.029545599965479324
136	0.035356505346875906
137	0.04422727292465435
138	0.05839769958468634
139	0.08622021604196592
140	0.1625727675247274
141	0.5318725549822921
142	0.5769978657386123
143	0.17148827633323108
144	0.08926396072745253
145	0.059861608188073005
146	0.04497550203439594
147	0.03599322412612595
148	0.0300169847906823
149	0.025730785126364997
150	0.02254736215744634
151	0.01993018276308676
152	0.017970882790897976
153	0.016525033787049545
154	0.015074061635022007
155	0.013734170407560031
156	0.012841632383802974
157	0.011993906708251189
158	0.011196743678138443
159	0.010575224669685083
160	0.010049350076544544
