	amp_norm
0	0.010307671114544507
1	0.011113124522801502
2	0.012013547472137258
3	0.013037942918731543
4	0.014364064122935404
5	0.017959182946877764
6	0.01604845898241771
7	0.023669478111448462
8	0.020238559076990268
9	0.035505062537221715
10	0.028564424307756815
11	0.04721746923262401
12	0.07000848825271541
13	0.1513302655295202
14	0.13277869496458483
15	0.706528693311246
16	0.8641108076321835
17	0.04890374702577093
18	0.07390418519087728
19	0.03670090418241133
20	0.029217722568136692
21	0.02072929152210456
22	0.02413493575402387
23	0.018309507332280955
24	0.016104907726517022
25	0.014351422098481099
26	0.013232391111582325
27	0.012179014585999324
28	0.01116994506409591
29	0.010401410645000565
30	0.8803249447320737
31	0.036793859823466814
32	0.018143322015241596
33	0.010009512441862416
34	0.01008040289683967
35	0.010160755406303758
36	0.010244280483018042
37	0.010337582444419246
38	0.01041685073409802
39	0.010501768648680325
40	0.010599298252772893
41	0.010681140234034919
42	0.010761411719063326
43	0.010865853911179975
44	0.011043397161012493
45	0.011140443936726186
46	0.011249356473055055
47	0.011348625112179335
48	0.010955859717443799
49	0.011443359294867202
50	0.011548532742152388
51	0.011664992482850464
52	0.011768442809605264
53	0.011869604332940752
54	0.011985503772031872
55	0.012096146813848184
56	0.01222241275804421
57	0.012581635573312568
58	0.012841708935545152
59	0.012340117106589244
60	0.012718821037359773
61	0.012446643377937716
62	0.012964860843934082
63	0.013098906913053793
64	0.01323598215460828
65	0.013385176512871865
66	0.013524738417929403
67	0.013664328267288306
68	0.013811219940722787
69	0.013970150212990994
70	0.014137875530044764
71	0.014629214048832523
72	0.014278720409759567
73	0.014442929864138589
74	0.014795515674585724
75	0.015507191578049995
76	0.015330344264005235
77	0.015131283319616622
78	0.014949648776260992
79	0.01653304692289153
80	0.015706131617257976
81	0.01589758051621206
82	0.016101896001526467
83	0.01632793852281359
84	0.017203335408865737
85	0.01695473151133168
86	0.017440850058164037
87	0.016734541206677948
88	0.01874366992711338
89	0.018451396954187946
90	0.01816740611118558
91	0.017676565351994588
92	0.017930399445195793
93	0.019588757371284685
94	0.018998214489748564
95	0.019903651861221967
96	0.01928506662720591
97	0.020209868034470373
98	0.02055191050178347
99	0.02089859777908234
100	0.02125061846268783
101	0.02161507492266406
102	0.021967137061564886
103	0.022380474727897087
104	0.022777265153330017
105	0.02319333084653566
106	0.02363910776485867
107	0.024534515252837317
108	0.025007337804711934
109	0.02409956795157236
110	0.025551537852105188
111	0.026079029262157043
112	0.026618159618706633
113	0.02718737840127212
114	0.027811187979220692
115	0.028461474778065175
116	0.029111642181941937
117	0.02978448552903954
118	0.030540746767169585
119	0.03129733053283309
120	0.03205792035763988
121	0.032983532413905316
122	0.033788644689961324
123	0.03473832955766573
124	0.035743266057659706
125	0.036817681227065156
126	0.03789531317855033
127	0.039076542518752845
128	0.04460791473903423
129	0.04026027789014894
130	0.04167568451914307
131	0.04304720635161512
132	0.05209811162375446
133	0.04802994101347562
134	0.049924328866347664
135	0.046279871124855224
136	0.05430127299982035
