	amp_norm
0	0.014335968596934076
4	0.012855759210546207
8	0.011882659006648567
13	0.011341982219662363
17	0.01097002151456838
22	0.01057523059250921
25	0.010248460685108917
30	0.010189218245456516
35	0.01041190848160746
38	0.010703530698237592
43	0.01089991242581375
47	0.011161264363211843
52	0.011798489310735828
58	0.012924675725116198
63	0.01047066807538479
64	0.014355958486632889
66	0.011599564300910076
69	0.01592668192083512
72	0.01300394058437927
74	0.01797037066812617
76	0.014944664242490233
79	0.010498717795573603
80	0.02129644252679497
83	0.017835431147251845
84	0.012268879007482122
85	0.02231703408530337
87	0.02688907977195347
89	0.014547926089768895
92	0.010169459269237544
93	0.018096141303106945
94	0.029865449803160374
95	0.012493052059093093
96	0.0362804518317734
100	0.024571830332123627
101	0.016059169019344732
102	0.04542420373180921
104	0.054913665171529735
106	0.0225787983605021
107	0.03865576594868913
108	0.09582657276613214
109	0.038435400042392924
111	0.08759046664408764
114	0.11668709041846426
115	0.12245436296773803
116	0.8364544074417214
117	0.9272348479762175
118	0.47774264357138563
119	0.9662222386744327
120	0.289495643131634
121	0.10388956204785481
124	0.8609211203225242
126	0.42012811762506713
127	0.05938028094190168
128	0.08060321191404504
129	0.03750013305529478
131	0.022949020536675194
132	0.033517554272917895
135	0.0429582382213545
136	0.08958681283966342
137	0.016763857167822565
139	0.023650936748313155
142	0.029298035350068755
143	0.013397218601863943
144	0.05023559579342097
146	0.018224332417264906
147	0.011193640414575181
149	0.02235410756323672
152	0.014415994309086648
154	0.034695578030239094
159	0.01865356747524152
160	0.012244649027854253
162	0.026339624173899307
163	0.010886120781627342
164	0.01623021149598964
169	0.010000241989541248
